"";"participant";"device";"text";"X_created_at";"X_id";"X_updated_at";"tag_count";"trip_count";"category";"sentiment_polarity";"text_en";"questionnaire1";"application_install";"questionnaire_2";"estimuli";"city";"group";"campaign_day"
"211";28;"948c5a19e0e77b8f";"Moderated";"2017-10-27T15:38:19.484Z";"xid2uys2MA";"2017-10-27T15:38:19.484Z";1;11;"Speed ";"Neutral ";"Moderated";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";9
"212";28;"948c5a19e0e77b8f";"Relaxed";"2017-10-23T21:51:07.214Z";"H2Z937fnAL";"2017-10-23T21:51:07.214Z";1;7;"Comfor";"Neutral ";"Relaxed";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";5
"213";28;"948c5a19e0e77b8f";"Inspiring";"2017-11-09T14:43:22.273Z";"vdjdgJ8Jf7";"2017-11-09T14:43:22.273Z";1;15;"Comfor";"Positive";"Inspiring";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";22
"214";28;"948c5a19e0e77b8f";"Fast";"2017-10-22T08:51:45.202Z";"eY73izE5DS";"2017-10-22T08:51:45.202Z";1;6;"Speed ";"Positive";"Fast";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";4
"215";28;"948c5a19e0e77b8f";"Dangerous";"2017-10-27T07:18:36.920Z";"uDr3yDSbba";"2017-10-27T07:18:36.920Z";1;8;"Safety";"Negative";"Dangerous";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";9
"216";28;"948c5a19e0e77b8f";"Slow-moving";"2017-11-02T07:43:11.016Z";"QsYHApjFqE";"2017-11-02T07:43:11.016Z";1;13;"Speed ";"Negative";"Slow-moving";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";15
"217";28;"948c5a19e0e77b8f";"Moderated";"2017-10-20T17:38:14.574Z";"HVpSGB6ek2";"2017-10-20T17:38:14.574Z";1;4;"Speed ";"Neutral ";"Moderated";"2017-10-19T12:00:00.000Z";"2017-10-19T12:15:00.000Z";"2017-10-27T12:20:00.000Z";"Y";"Castelló";"Collaboration";2
"218";30;"c1c0f391b310b51d";"Rápido";"2017-10-28T13:16:03.320Z";"fbB44ZekxF";"2017-10-28T13:16:03.320Z";8;10;"Speed ";"Positive";"Quick";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";10
"219";30;"c1c0f391b310b51d";"Adecuado";"2017-10-25T13:13:16.529Z";"dmTb2XS0S9";"2017-10-25T13:13:16.529Z";2;7;"Comfor";"Neutral ";"Worthy";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";7
"220";30;"c1c0f391b310b51d";"Suave";"2017-11-01T12:15:56.742Z";"v6H96WLmKH";"2017-11-01T12:15:56.742Z";12;17;"Comfor";"Positive";"Light";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";14
"221";30;"c1c0f391b310b51d";"Inspirador";"2017-11-04T11:56:50.079Z";"pSirZL5vAY";"2017-11-04T11:56:50.079Z";16;19;"Comfor";"Positive";"Inspiring";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";17
"222";30;"c1c0f391b310b51d";"Moderado";"2017-10-28T13:16:03.501Z";"Auecj6nGBf";"2017-10-28T13:16:03.501Z";9;10;"Speed ";"Neutral ";"Moderated";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";10
"223";30;"c1c0f391b310b51d";"Ágil";"2017-10-28T13:16:03.092Z";"N0AHVWVYe4";"2017-10-28T13:16:03.092Z";7;10;"Speed ";"Positive";"Speedy";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";10
"224";30;"c1c0f391b310b51d";"Suficiente";"2017-11-01T12:15:56.482Z";"L9hTM2yXFz";"2017-11-01T12:15:56.482Z";11;17;"Comfor";"Neutral ";"Enough";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";14
"225";30;"c1c0f391b310b51d";"Inspirador";"2017-11-01T12:15:56.922Z";"md7rGCbNyu";"2017-11-01T12:15:56.922Z";13;17;"Comfor";"Positive";"Inspiring";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";14
"226";30;"c1c0f391b310b51d";"Moderado";"2017-10-25T17:10:14.605Z";"g7EquCAcFN";"2017-10-25T17:10:14.605Z";6;8;"Speed ";"Neutral ";"Moderated";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";7
"227";30;"c1c0f391b310b51d";"Ágil";"2017-10-25T17:10:14.070Z";"yi7YYm6G4H";"2017-10-25T17:10:14.070Z";4;8;"Speed ";"Positive";"Speedy";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";7
"228";30;"c1c0f391b310b51d";"Moderado";"2017-10-25T13:13:16.710Z";"WvGRwAVenb";"2017-10-25T13:13:16.710Z";3;7;"Speed ";"Neutral ";"Moderated";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";7
"229";30;"c1c0f391b310b51d";"Prolongado";"2017-11-04T11:56:49.766Z";"OaiCdyon8P";"2017-11-04T11:56:49.766Z";14;19;"Speed ";"Negative";"Brake-intensive";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";17
"230";30;"c1c0f391b310b51d";"Normal";"2017-11-04T11:56:49.902Z";"mCY8H0qFbz";"2017-11-04T11:56:49.902Z";15;19;"Speed ";"Neutral ";"Normal";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";17
"231";30;"c1c0f391b310b51d";"Aburrido";"2017-10-29T10:22:30.663Z";"Qf9iCw9vrT";"2017-10-29T10:22:30.663Z";10;13;"Comfor";"Negative";"Dull";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";11
"232";30;"c1c0f391b310b51d";"Ágil";"2017-10-25T13:13:16.330Z";"Ofsgkp5ER5";"2017-10-25T13:13:16.330Z";1;7;"Speed ";"Positive";"Speedy";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";7
"233";30;"c1c0f391b310b51d";"Adecuado";"2017-10-25T17:10:14.319Z";"uWPBnqQPXZ";"2017-10-25T17:10:14.319Z";5;8;"Comfor";"Neutral ";"Worthy";"2017-10-19T17:27:00.000Z";"2017-10-19T17:45:00.000Z";"2017-11-06T14:20:00.000Z";"Y";"Castelló";"Competition";7
"234";31;"ec76a95722e80e30";"Veloç";"2017-10-25T16:50:15.553Z";"hd7hIOlMui";"2017-10-25T16:50:15.553Z";9;5;"Speed ";"Positive";"Fast";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";6
"235";31;"ec76a95722e80e30";"Suficient";"2017-10-23T18:52:26.193Z";"G6S4Sfl2CW";"2017-10-23T18:52:26.193Z";4;4;"Comfor";"Neutral ";"Enough";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";4
"236";31;"ec76a95722e80e30";"Moderat";"2017-10-23T16:46:39.565Z";"5McWKEJGoJ";"2017-10-23T16:46:39.565Z";3;3;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";4
"237";31;"ec76a95722e80e30";"Suficient";"2017-10-23T16:46:39.222Z";"I0LSgj7qdJ";"2017-10-23T16:46:39.222Z";1;3;"Comfor";"Neutral ";"Enough";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";4
"238";31;"ec76a95722e80e30";"Àgil";"2017-10-29T09:55:14.991Z";"XzWOVu8Ayz";"2017-10-29T09:55:14.991Z";10;6;"Speed ";"Positive";"Speedy";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";10
"239";31;"ec76a95722e80e30";"Promedio";"2017-10-25T16:50:14.922Z";"24UFEBKCIE";"2017-10-25T16:50:14.922Z";7;5;"Speed ";"Neutral ";"Average";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";6
"240";31;"ec76a95722e80e30";"Normal";"2017-10-23T18:52:26.337Z";"kzK65q8mhG";"2017-10-23T18:52:26.337Z";5;4;"Speed ";"Neutral ";"Normal";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";4
"241";31;"ec76a95722e80e30";"Normal";"2017-10-23T16:46:39.369Z";"Mxs1GOmfGg";"2017-10-23T16:46:39.369Z";2;3;"Speed ";"Neutral ";"Normal";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";4
"242";31;"ec76a95722e80e30";"Veloç";"2017-10-29T09:55:15.350Z";"grsEUqoAiH";"2017-10-29T09:55:15.350Z";12;6;"Speed ";"Positive";"Fast";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";10
"243";31;"ec76a95722e80e30";"Normal";"2017-10-29T09:55:15.178Z";"9ndLomcG1h";"2017-10-29T09:55:15.178Z";11;6;"Speed ";"Neutral ";"Normal";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";10
"244";31;"ec76a95722e80e30";"Moderat";"2017-10-23T18:52:26.485Z";"cMbOaooMFZ";"2017-10-23T18:52:26.485Z";6;4;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";4
"245";31;"ec76a95722e80e30";"Retardat";"2017-10-25T16:50:15.212Z";"PGrHzsAYFM";"2017-10-25T16:50:15.212Z";8;5;"Speed ";"Negative";"Time-consuming";"2017-10-20T17:20:00.000Z";"2017-10-20T17:29:00.000Z";"2017-10-27T15:00:00.000Z";"Y";"Castelló";"Competition";6
"246";32;"1c64e79ce9eea54d";"Moderado";"2017-10-25T11:26:48.386Z";"1skgDdCOCM";"2017-10-25T11:26:48.386Z";9;9;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";6
"247";32;"1c64e79ce9eea54d";"Moderado";"2017-10-21T12:12:12.906Z";"IC22FKYLNm";"2017-10-21T12:12:12.906Z";2;3;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";2
"248";32;"1c64e79ce9eea54d";"Concurrido";"2017-10-25T11:26:48.228Z";"X9JZTKbvup";"2017-10-25T11:26:48.228Z";8;9;"Comfor";"Negative";"Crowded";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";6
"249";32;"1c64e79ce9eea54d";"Veloz";"2017-10-25T10:27:50.787Z";"4a44yLxuxJ";"2017-10-25T10:27:50.787Z";7;8;"Speed ";"Positive";"Fast";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";6
"250";32;"1c64e79ce9eea54d";"Moderado";"2017-10-25T07:21:22.643Z";"rzwWAiQQo8";"2017-10-25T07:21:22.643Z";6;7;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";6
"251";32;"1c64e79ce9eea54d";"Suave";"2017-10-21T12:12:12.616Z";"y289qX9dN5";"2017-10-21T12:12:12.616Z";1;3;"Comfor";"Positive";"Light";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";2
"252";32;"1c64e79ce9eea54d";"Concurrido";"2017-10-23T10:28:21.891Z";"9FaHBprscn";"2017-10-23T10:28:21.891Z";4;6;"Comfor";"Negative";"Crowded";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";4
"253";32;"1c64e79ce9eea54d";"Relajado";"2017-10-23T10:28:22.082Z";"KeB7kNeQFM";"2017-10-23T10:28:22.082Z";5;6;"Comfor";"Neutral ";"Relaxed";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";4
"254";32;"1c64e79ce9eea54d";"Moderado";"2017-10-20T22:19:53.823Z";"KYUXm5Ruuu";"2017-10-20T22:19:53.823Z";1;2;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";1
"255";32;"1c64e79ce9eea54d";"Moderado";"2017-10-23T09:30:54.378Z";"tEQELzAmxa";"2017-10-23T09:30:54.378Z";3;5;"Speed ";"Neutral ";"Moderated";"2017-10-20T17:20:00.000Z";"2017-10-20T17:30:00.000Z";"2017-10-27T15:10:00.000Z";"Y";"Castelló";"Collaboration";4
"256";34;"b265733ea53b6e07";"Suave";"2017-11-20T13:01:15.858Z";"sdkWQOqsxO";"2017-11-20T13:01:15.858Z";2;13;"Comfor";"Positive";"Light";"2017-10-25T15:05:00.000Z";"2017-10-25T15:12:00.000Z";"2017-11-20T14:40:00.000Z";"Y";"Castelló";"Competition";27
"257";34;"b265733ea53b6e07";"Suficiente";"2017-11-20T13:01:15.701Z";"XdioeNjaUN";"2017-11-20T13:01:15.701Z";1;13;"Comfor";"Neutral ";"Enough";"2017-10-25T15:05:00.000Z";"2017-10-25T15:12:00.000Z";"2017-11-20T14:40:00.000Z";"Y";"Castelló";"Competition";27
"258";34;"b265733ea53b6e07";"Veloz";"2017-11-04T11:46:27.834Z";"RBQTCu7sPZ";"2017-11-04T11:46:27.834Z";1;4;"Speed ";"Positive";"Fast";"2017-10-25T15:05:00.000Z";"2017-10-25T15:12:00.000Z";"2017-11-20T14:40:00.000Z";"Y";"Castelló";"Competition";11
"259";34;"b265733ea53b6e07";"Relajado";"2017-11-20T13:01:16.020Z";"QIJNAKcptU";"2017-11-20T13:01:16.020Z";3;13;"Comfor";"Neutral ";"Relaxed";"2017-10-25T15:05:00.000Z";"2017-10-25T15:12:00.000Z";"2017-11-20T14:40:00.000Z";"Y";"Castelló";"Competition";27
"260";35;"9a83167b352fa914";"Veloz";"2017-10-27T14:20:05.265Z";"8F6PTpKiC8";"2017-10-27T14:20:05.265Z";7;5;"Speed ";"Positive";"Fast";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";2
"261";35;"9a83167b352fa914";"Confiable";"2017-10-26T16:29:09.372Z";"VSYjj6itmD";"2017-10-26T16:29:09.372Z";3;3;"Safety";"Positive";"Safe";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";1
"262";35;"9a83167b352fa914";"Eficiente";"2017-10-26T16:29:09.048Z";"LJV0a70cWn";"2017-10-26T16:29:09.048Z";1;3;"Comfor";"Positive";"Efficient";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";1
"263";35;"9a83167b352fa914";"Eficiente";"2017-10-31T08:55:04.748Z";"WGRHdgEe5y";"2017-10-31T08:55:04.748Z";10;9;"Comfor";"Positive";"Efficient";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";6
"264";35;"9a83167b352fa914";"Veloz";"2017-10-31T18:09:08.348Z";"d21h4LZyjn";"2017-10-31T18:09:08.348Z";15;10;"Speed ";"Positive";"Fast";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";6
"265";35;"9a83167b352fa914";"Suficiente";"2017-10-31T18:09:07.900Z";"7oqnLEA7k3";"2017-10-31T18:09:07.900Z";13;10;"Comfor";"Neutral ";"Enough";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";6
"266";35;"9a83167b352fa914";"Adecuado";"2017-10-31T08:55:04.889Z";"wQn9rkdf4u";"2017-10-31T08:55:04.889Z";11;9;"Comfor";"Neutral ";"Worthy";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";6
"267";35;"9a83167b352fa914";"Veloz";"2017-11-03T08:47:01.886Z";"vg4RlYaQFP";"2017-11-03T08:47:01.886Z";16;13;"Speed ";"Positive";"Fast";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";9
"268";35;"9a83167b352fa914";"Relajado";"2017-10-31T08:55:05.033Z";"nxXhBLWPhf";"2017-10-31T08:55:05.033Z";12;9;"Comfor";"Neutral ";"Relaxed";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";6
"269";35;"9a83167b352fa914";"Eficiente";"2017-10-27T14:20:05.033Z";"j19qjf6ieD";"2017-10-27T14:20:05.033Z";5;5;"Comfor";"Positive";"Efficient";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";2
"270";35;"9a83167b352fa914";"Normal";"2017-10-31T18:09:08.158Z";"81llon8hKU";"2017-10-31T18:09:08.158Z";14;10;"Speed ";"Neutral ";"Normal";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";6
"271";35;"9a83167b352fa914";"Veloz";"2017-10-27T23:50:41.080Z";"9pkfk6U76h";"2017-10-27T23:50:41.080Z";9;6;"Speed ";"Positive";"Fast";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";2
"272";35;"9a83167b352fa914";"Adecuado";"2017-10-27T23:50:40.916Z";"KULmIoR7fo";"2017-10-27T23:50:40.916Z";8;6;"Comfor";"Neutral ";"Worthy";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";2
"273";35;"9a83167b352fa914";"Seguro";"2017-10-27T14:20:05.135Z";"rSukXHZ4T6";"2017-10-27T14:20:05.135Z";6;5;"Safety";"Positive";"Secure";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";2
"274";35;"9a83167b352fa914";"Rápido";"2017-10-26T16:29:09.204Z";"oGFbAjfmo8";"2017-10-26T16:29:09.204Z";2;3;"Speed ";"Positive";"Quick";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";1
"275";35;"9a83167b352fa914";"Moderado";"2017-10-26T19:06:08.396Z";"RWxk0HFTnf";"2017-10-26T19:06:08.396Z";4;4;"Speed ";"Neutral ";"Moderated";"2017-10-26T15:30:00.000Z";"2017-10-26T15:50:00.000Z";"2017-11-07T15:35:00.000Z";"Y";"Castelló";"Collaboration";1
"276";36;"f3d5cdaad6acb5dc";"Suficiente";"2017-10-29T12:24:51.105Z";"hzxkUpgCti";"2017-10-29T12:24:51.105Z";4;5;"Comfor";"Neutral ";"Enough";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";4
"277";36;"f3d5cdaad6acb5dc";"Inspirador";"2017-11-02T17:45:54.436Z";"SntlnpInVd";"2017-11-02T17:45:54.436Z";12;7;"Comfor";"Positive";"Inspiring";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";8
"278";36;"f3d5cdaad6acb5dc";"Suave";"2017-10-29T16:17:19.925Z";"UHwUOENEY3";"2017-10-29T16:17:19.925Z";8;6;"Comfor";"Positive";"Light";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";4
"279";36;"f3d5cdaad6acb5dc";"Ágil";"2017-11-02T17:45:54.145Z";"1hloYtP3b5";"2017-11-02T17:45:54.145Z";10;7;"Speed ";"Positive";"Speedy";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";8
"280";36;"f3d5cdaad6acb5dc";"Seguro";"2017-10-28T14:12:06.131Z";"QgmYYp37wN";"2017-10-28T14:12:06.131Z";2;3;"Safety";"Positive";"Secure";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";3
"281";36;"f3d5cdaad6acb5dc";"Ágil";"2017-10-28T14:12:05.970Z";"91XWpCpbuv";"2017-10-28T14:12:05.970Z";1;3;"Speed ";"Positive";"Speedy";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";3
"282";36;"f3d5cdaad6acb5dc";"Promedio";"2017-10-29T16:17:19.793Z";"YpcFC4u13d";"2017-10-29T16:17:19.793Z";7;6;"Speed ";"Neutral ";"Average";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";4
"283";36;"f3d5cdaad6acb5dc";"Normal";"2017-11-02T17:45:54.296Z";"RXrogZycZJ";"2017-11-02T17:45:54.296Z";11;7;"Speed ";"Neutral ";"Normal";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";8
"284";36;"f3d5cdaad6acb5dc";"Lento";"2017-10-29T12:24:51.425Z";"bq0Ze5PyW4";"2017-10-29T12:24:51.425Z";6;5;"Speed ";"Negative";"Slow-moving";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";4
"285";36;"f3d5cdaad6acb5dc";"Moderado";"2017-10-28T14:12:06.319Z";"7cLMELlJKH";"2017-10-28T14:12:06.319Z";3;3;"Speed ";"Neutral ";"Moderated";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";3
"286";36;"f3d5cdaad6acb5dc";"Relajado";"2017-10-29T16:17:20.049Z";"dTHOww8dLl";"2017-10-29T16:17:20.049Z";9;6;"Comfor";"Neutral ";"Relaxed";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";4
"287";36;"f3d5cdaad6acb5dc";"Suave";"2017-10-29T12:24:51.265Z";"tXzRh7Kayh";"2017-10-29T12:24:51.265Z";5;5;"Comfor";"Positive";"Light";"2017-10-26T15:55:00.000Z";"2017-10-26T16:10:00.000Z";"2017-11-07T15:50:00.000Z";"Y";"Castelló";"Competition";4
"288";37;"75df4d7f5d07f886";"Confiable";"2017-11-01T10:57:52.316Z";"pv0191d8hl";"2017-11-01T10:57:52.316Z";1;2;"Safety";"Positive";"Safe";"2017-10-26T17:10:00.000Z";"2017-10-26T17:20:00.000Z";"2017-11-06T13:40:00.000Z";"Y";"Castelló";"Collaboration";7
"289";37;"75df4d7f5d07f886";"Confiable";"2017-11-08T12:24:25.826Z";"YYXyWlrb6F";"2017-11-08T12:24:25.826Z";1;10;"Safety";"Positive";"Safe";"2017-10-26T17:10:00.000Z";"2017-10-26T17:20:00.000Z";"2017-11-06T13:40:00.000Z";"Y";"Castelló";"Collaboration";14
"290";37;"75df4d7f5d07f886";"Veloz";"2017-11-08T11:36:15.006Z";"BZwBWD0X7Y";"2017-11-08T11:36:15.006Z";1;9;"Speed ";"Positive";"Fast";"2017-10-26T17:10:00.000Z";"2017-10-26T17:20:00.000Z";"2017-11-06T13:40:00.000Z";"Y";"Castelló";"Collaboration";14
"291";37;"75df4d7f5d07f886";"Moderado";"2017-11-05T16:47:23.165Z";"szVmb1gmbI";"2017-11-05T16:47:23.165Z";1;7;"Speed ";"Neutral ";"Moderated";"2017-10-26T17:10:00.000Z";"2017-10-26T17:20:00.000Z";"2017-11-06T13:40:00.000Z";"Y";"Castelló";"Collaboration";11
"292";37;"75df4d7f5d07f886";"Moderado";"2017-11-08T07:31:04.028Z";"44HnJteUD3";"2017-11-08T07:31:04.028Z";1;8;"Speed ";"Neutral ";"Moderated";"2017-10-26T17:10:00.000Z";"2017-10-26T17:20:00.000Z";"2017-11-06T13:40:00.000Z";"Y";"Castelló";"Collaboration";14
"293";37;"75df4d7f5d07f886";"Relajado";"2017-11-05T12:33:44.621Z";"ACSEYKF0WN";"2017-11-05T12:33:44.621Z";1;5;"Comfor";"Neutral ";"Relaxed";"2017-10-26T17:10:00.000Z";"2017-10-26T17:20:00.000Z";"2017-11-06T13:40:00.000Z";"Y";"Castelló";"Collaboration";11
"294";38;"f0304bf6db9bacfb";"Seguro";"2017-11-07T07:25:29.104Z";"CMGRi1Setj";"2017-11-07T07:25:29.104Z";3;10;"Safety";"Positive";"Secure";"2017-10-27T20:15:00.000Z";"2017-10-27T20:20:00.000Z";"2017-11-06T20:40:00.000Z";"Y";"Castelló";"Competition";12
